Customer_ID,Already_Buys,Recommendation_1,Score_1,Recommendation_2,Score_2,Recommendation_3,Score_3
CUST_02403,"Beauty, Electronics, Fashion, Food, Sports, Toys",Home & Garden,0.2158,Books,0.2132,,0.0
CUST_02404,Food,Sports,0.2463,Beauty,0.2249,Toys,0.2246
CUST_02405,Fashion,Sports,0.2344,Books,0.2236,Food,0.2157
CUST_02406,"Books, Electronics, Food, Toys",Sports,0.2242,Home & Garden,0.2159,Beauty,0.2147
CUST_02407,"Books, Food",Sports,0.2259,Toys,0.2199,Fashion,0.2197
CUST_02408,"Fashion, Home & Garden",Toys,0.2257,Sports,0.2238,Electronics,0.2127
CUST_02409,"Beauty, Books",Food,0.2197,Electronics,0.2143,Fashion,0.214
CUST_02410,"Fashion, Sports",Food,0.231,Toys,0.2186,Books,0.2146
CUST_02411,"Fashion, Food",Sports,0.2403,Toys,0.2199,Books,0.219
CUST_02412,"Food, Toys",Sports,0.2341,Home & Garden,0.219,Electronics,0.2181
CUST_02413,"Books, Food, Home & Garden",Toys,0.2254,Sports,0.2217,Fashion,0.2168
CUST_02414,Electronics,Toys,0.2355,Home & Garden,0.2243,Sports,0.2229
CUST_02415,"Books, Food, Home & Garden, Toys",Sports,0.2217,Electronics,0.2183,Fashion,0.2164
CUST_02416,"Beauty, Books, Fashion, Sports",Food,0.2253,Toys,0.2158,Electronics,0.2132
CUST_02417,"Books, Fashion, Food",Sports,0.2288,Toys,0.2183,Beauty,0.2123
CUST_02418,"Books, Electronics, Food, Toys",Sports,0.2242,Home & Garden,0.2159,Beauty,0.2147
CUST_02419,"Books, Electronics, Sports",Toys,0.2242,Food,0.2204,Fashion,0.2197
CUST_02420,"Books, Electronics, Sports",Toys,0.2242,Food,0.2204,Fashion,0.2197
CUST_02421,"Books, Fashion, Home & Garden, Sports",Toys,0.2222,Food,0.2195,Electronics,0.2153
CUST_02422,"Home & Garden, Toys",Electronics,0.2299,Sports,0.2176,Food,0.2131
CUST_02423,"Electronics, Food",Sports,0.2346,Toys,0.2301,Beauty,0.2204
CUST_02424,"Electronics, Fashion, Sports",Toys,0.2242,Food,0.2209,Home & Garden,0.2161
CUST_02425,"Electronics, Food, Sports",Toys,0.2274,Beauty,0.2198,Fashion,0.2171
CUST_02426,"Books, Sports",Food,0.2304,Fashion,0.229,Toys,0.2186
CUST_02427,"Fashion, Food, Home & Garden",Sports,0.2313,Toys,0.2254,Books,0.2131
CUST_02428,"Books, Electronics, Fashion, Food, Home & Garden",Toys,0.2254,Sports,0.2245,Beauty,0.2123
CUST_02429,"Beauty, Books",Food,0.2197,Electronics,0.2143,Fashion,0.214
CUST_02430,"Fashion, Food, Home & Garden, Sports, Toys",Electronics,0.2169,Beauty,0.2134,Books,0.212
CUST_02431,"Beauty, Books, Fashion",Sports,0.2195,Food,0.2184,Toys,0.2137
CUST_02432,"Beauty, Books, Electronics, Sports",Food,0.2216,Toys,0.2208,Fashion,0.2159
CUST_02433,"Electronics, Fashion, Food, Sports",Toys,0.2243,Beauty,0.2159,Books,0.2141
CUST_02434,Toys,Home & Garden,0.2363,Electronics,0.2355,Food,0.2246
CUST_02435,"Sports, Toys",Food,0.2355,Electronics,0.2292,Fashion,0.2248
CUST_02436,Electronics,Toys,0.2355,Home & Garden,0.2243,Sports,0.2229
CUST_02437,"Beauty, Books, Electronics, Fashion, Food, Toys",Sports,0.225,Home & Garden,0.2139,,0.0
CUST_02438,"Beauty, Books, Toys",Electronics,0.2214,Food,0.2213,Home & Garden,0.2154
CUST_02439,Home & Garden,Toys,0.2363,Electronics,0.2243,Sports,0.2131
CUST_02440,"Electronics, Fashion, Sports",Toys,0.2242,Food,0.2209,Home & Garden,0.2161
CUST_02441,Food,Sports,0.2463,Beauty,0.2249,Toys,0.2246
CUST_02442,"Books, Electronics, Food, Toys",Sports,0.2242,Home & Garden,0.2159,Beauty,0.2147
CUST_02443,"Beauty, Food",Sports,0.2324,Toys,0.2176,Books,0.211
CUST_02444,"Fashion, Food, Sports, Toys",Home & Garden,0.2155,Electronics,0.2151,Books,0.2147
CUST_02445,Food,Sports,0.2463,Beauty,0.2249,Toys,0.2246
CUST_02446,"Electronics, Food",Sports,0.2346,Toys,0.2301,Beauty,0.2204
CUST_02447,"Books, Electronics, Food",Toys,0.2251,Sports,0.2249,Beauty,0.2161
CUST_02448,Electronics,Toys,0.2355,Home & Garden,0.2243,Sports,0.2229
CUST_02449,"Beauty, Electronics, Home & Garden, Sports",Toys,0.2261,Food,0.2184,Fashion,0.2127
CUST_02450,"Beauty, Food, Toys",Sports,0.2289,Electronics,0.2173,Home & Garden,0.2155
CUST_02451,"Beauty, Books, Food",Sports,0.2235,Toys,0.2168,Fashion,0.2145
CUST_02452,"Beauty, Books, Toys",Electronics,0.2214,Food,0.2213,Home & Garden,0.2154
CUST_02453,Toys,Home & Garden,0.2363,Electronics,0.2355,Food,0.2246
CUST_02454,"Books, Electronics, Food",Toys,0.2251,Sports,0.2249,Beauty,0.2161
CUST_02455,"Beauty, Electronics, Fashion, Home & Garden",Toys,0.2244,Sports,0.2222,Books,0.2113
CUST_02456,Beauty,Food,0.2249,Sports,0.2185,Electronics,0.2159
CUST_02457,"Electronics, Toys",Home & Garden,0.2303,Sports,0.2225,Books,0.214
CUST_02458,Fashion,Sports,0.2344,Books,0.2236,Food,0.2157
CUST_02459,"Books, Electronics, Fashion, Food",Sports,0.2273,Toys,0.2226,Beauty,0.2132
CUST_02460,"Books, Home & Garden",Toys,0.2257,Electronics,0.2185,Fashion,0.2173
CUST_02461,"Books, Fashion",Sports,0.22,Toys,0.2152,Food,0.2151
CUST_02462,"Beauty, Sports, Toys",Food,0.2319,Electronics,0.2248,Home & Garden,0.2194
CUST_02463,"Electronics, Fashion, Home & Garden",Toys,0.229,Sports,0.2235,Books,0.2125
CUST_02464,"Fashion, Food, Sports, Toys",Home & Garden,0.2155,Electronics,0.2151,Books,0.2147
CUST_02465,"Beauty, Books, Electronics",Toys,0.2205,Sports,0.2157,Food,0.2133
CUST_02466,Books,Fashion,0.2236,Toys,0.2152,Food,0.2144
CUST_02467,Electronics,Toys,0.2355,Home & Garden,0.2243,Sports,0.2229
CUST_02468,"Books, Sports, Toys",Food,0.2285,Fashion,0.2244,Electronics,0.2237
CUST_02469,Electronics,Toys,0.2355,Home & Garden,0.2243,Sports,0.2229
CUST_02470,"Electronics, Food, Sports",Toys,0.2274,Beauty,0.2198,Fashion,0.2171
CUST_02471,"Beauty, Fashion, Sports",Food,0.229,Toys,0.2159,Electronics,0.2133
CUST_02472,Fashion,Sports,0.2344,Books,0.2236,Food,0.2157
CUST_02473,"Beauty, Sports",Food,0.2356,Electronics,0.2194,Fashion,0.2194
CUST_02474,"Beauty, Books, Toys",Electronics,0.2214,Food,0.2213,Home & Garden,0.2154
CUST_02475,"Beauty, Books, Toys",Electronics,0.2214,Food,0.2213,Home & Garden,0.2154
CUST_02476,"Electronics, Fashion",Sports,0.2287,Toys,0.2254,Books,0.2182
CUST_02477,"Electronics, Sports",Toys,0.2288,Food,0.2234,Home & Garden,0.2187
CUST_02478,"Electronics, Sports",Toys,0.2288,Food,0.2234,Home & Garden,0.2187
CUST_02479,"Beauty, Food, Home & Garden, Toys",Sports,0.225,Electronics,0.2191,Fashion,0.2116
CUST_02480,"Books, Fashion",Sports,0.22,Toys,0.2152,Food,0.2151
CUST_02481,"Food, Home & Garden",Toys,0.2305,Sports,0.2297,Beauty,0.2168
CUST_02482,"Books, Home & Garden, Toys",Electronics,0.2242,Fashion,0.2166,Sports,0.2136
CUST_02483,"Sports, Toys",Food,0.2355,Electronics,0.2292,Fashion,0.2248
CUST_02484,"Books, Electronics, Fashion, Home & Garden",Toys,0.2255,Sports,0.219,Beauty,0.2091
CUST_02485,"Books, Electronics, Food, Home & Garden, Toys",Sports,0.222,Beauty,0.2135,Fashion,0.2133
CUST_02486,"Books, Sports",Food,0.2304,Fashion,0.229,Toys,0.2186
CUST_02487,"Beauty, Electronics, Fashion, Food, Home & Garden, Sports",Toys,0.224,Books,0.2109,,0.0
CUST_02488,"Books, Home & Garden",Toys,0.2257,Electronics,0.2185,Fashion,0.2173
CUST_02489,Beauty,Food,0.2249,Sports,0.2185,Electronics,0.2159
CUST_02490,Sports,Food,0.2463,Fashion,0.2344,Electronics,0.2229
CUST_02491,"Books, Fashion",Sports,0.22,Toys,0.2152,Food,0.2151
CUST_02492,"Books, Electronics, Fashion, Home & Garden, Sports, Toys",Food,0.2172,Beauty,0.2109,,0.0
CUST_02493,"Beauty, Books, Electronics, Sports",Food,0.2216,Toys,0.2208,Fashion,0.2159
CUST_02494,"Electronics, Fashion, Food, Sports",Toys,0.2243,Beauty,0.2159,Books,0.2141
CUST_02495,"Fashion, Home & Garden",Toys,0.2257,Sports,0.2238,Electronics,0.2127
CUST_02496,Toys,Home & Garden,0.2363,Electronics,0.2355,Food,0.2246
CUST_02497,"Beauty, Sports",Food,0.2356,Electronics,0.2194,Fashion,0.2194
CUST_02498,"Books, Sports",Food,0.2304,Fashion,0.229,Toys,0.2186
CUST_02499,Fashion,Sports,0.2344,Books,0.2236,Food,0.2157
CUST_02500,"Books, Electronics, Fashion, Food, Sports, Toys",Home & Garden,0.2146,Beauty,0.2136,,0.0
CUST_02501,"Books, Food",Sports,0.2259,Toys,0.2199,Fashion,0.2197
CUST_02502,Fashion,Sports,0.2344,Books,0.2236,Food,0.2157
CUST_02503,Electronics,Toys,0.2355,Home & Garden,0.2243,Sports,0.2229
CUST_02504,"Beauty, Electronics, Home & Garden, Sports, Toys",Food,0.2196,Fashion,0.2132,Books,0.2085
CUST_02505,Home & Garden,Toys,0.2363,Electronics,0.2243,Sports,0.2131
CUST_02506,"Beauty, Electronics, Toys",Home & Garden,0.2231,Sports,0.2211,Food,0.2167
CUST_02507,"Electronics, Food",Sports,0.2346,Toys,0.2301,Beauty,0.2204
CUST_02508,"Books, Fashion, Toys",Sports,0.2207,Food,0.2183,Electronics,0.2165
CUST_02509,"Beauty, Sports",Food,0.2356,Electronics,0.2194,Fashion,0.2194
CUST_02510,Home & Garden,Toys,0.2363,Electronics,0.2243,Sports,0.2131
CUST_02511,"Beauty, Books",Food,0.2197,Electronics,0.2143,Fashion,0.214
CUST_02512,"Beauty, Electronics",Toys,0.2231,Sports,0.2207,Home & Garden,0.2165
CUST_02513,Books,Fashion,0.2236,Toys,0.2152,Food,0.2144
CUST_02514,"Books, Food",Sports,0.2259,Toys,0.2199,Fashion,0.2197
CUST_02515,"Books, Electronics, Sports, Toys",Food,0.2215,Home & Garden,0.2187,Fashion,0.2186
CUST_02516,"Food, Toys",Sports,0.2341,Home & Garden,0.219,Electronics,0.2181
CUST_02517,"Sports, Toys",Food,0.2355,Electronics,0.2292,Fashion,0.2248
CUST_02518,"Books, Electronics, Toys",Home & Garden,0.2206,Sports,0.2168,Fashion,0.2133
CUST_02519,"Home & Garden, Sports",Toys,0.2291,Food,0.224,Electronics,0.2236
CUST_02520,"Beauty, Home & Garden, Sports",Food,0.2243,Toys,0.223,Electronics,0.221
CUST_02521,"Books, Fashion, Home & Garden, Toys",Sports,0.2188,Electronics,0.2184,Food,0.2141
CUST_02522,"Electronics, Fashion, Home & Garden, Sports",Toys,0.2272,Food,0.2161,Beauty,0.2119
CUST_02523,Beauty,Food,0.2249,Sports,0.2185,Electronics,0.2159
CUST_02524,"Beauty, Fashion, Home & Garden",Sports,0.222,Toys,0.2207,Food,0.2141
CUST_02525,"Books, Electronics, Fashion, Food, Home & Garden",Toys,0.2254,Sports,0.2245,Beauty,0.2123
CUST_02526,Sports,Food,0.2463,Fashion,0.2344,Electronics,0.2229
CUST_02527,"Beauty, Food",Sports,0.2324,Toys,0.2176,Books,0.211
CUST_02528,"Books, Electronics",Toys,0.2253,Sports,0.2143,Home & Garden,0.2128
CUST_02529,"Electronics, Home & Garden",Toys,0.2359,Sports,0.218,Beauty,0.2123
CUST_02530,"Books, Electronics, Sports, Toys",Food,0.2215,Home & Garden,0.2187,Fashion,0.2186
CUST_02531,"Books, Electronics, Home & Garden",Toys,0.229,Sports,0.2139,Fashion,0.2119
CUST_02532,"Sports, Toys",Food,0.2355,Electronics,0.2292,Fashion,0.2248
CUST_02533,Toys,Home & Garden,0.2363,Electronics,0.2355,Food,0.2246
CUST_02534,"Beauty, Electronics, Fashion, Food",Sports,0.2305,Toys,0.2215,Books,0.2146
CUST_02535,"Electronics, Fashion, Toys",Sports,0.2264,Home & Garden,0.2239,Books,0.2172
CUST_02536,"Beauty, Electronics, Fashion, Food, Toys",Sports,0.2288,Home & Garden,0.2164,Books,0.2147
CUST_02537,"Beauty, Electronics",Toys,0.2231,Sports,0.2207,Home & Garden,0.2165
CUST_02538,"Fashion, Home & Garden",Toys,0.2257,Sports,0.2238,Electronics,0.2127
CUST_02539,"Electronics, Food",Sports,0.2346,Toys,0.2301,Beauty,0.2204
CUST_02540,Food,Sports,0.2463,Beauty,0.2249,Toys,0.2246
CUST_02541,Fashion,Sports,0.2344,Books,0.2236,Food,0.2157
CUST_02542,Food,Sports,0.2463,Beauty,0.2249,Toys,0.2246
CUST_02543,"Beauty, Books, Food",Sports,0.2235,Toys,0.2168,Fashion,0.2145
CUST_02544,Toys,Home & Garden,0.2363,Electronics,0.2355,Food,0.2246
CUST_02545,Books,Fashion,0.2236,Toys,0.2152,Food,0.2144
CUST_02546,"Fashion, Home & Garden",Toys,0.2257,Sports,0.2238,Electronics,0.2127
CUST_02547,"Beauty, Books",Food,0.2197,Electronics,0.2143,Fashion,0.214
CUST_02548,Beauty,Food,0.2249,Sports,0.2185,Electronics,0.2159
CUST_02549,"Books, Electronics",Toys,0.2253,Sports,0.2143,Home & Garden,0.2128
CUST_02550,"Beauty, Books, Food, Home & Garden, Sports",Toys,0.2217,Fashion,0.2178,Electronics,0.2153
CUST_02551,"Food, Sports",Fashion,0.2251,Toys,0.2233,Beauty,0.2217
CUST_02552,"Home & Garden, Sports",Toys,0.2291,Food,0.224,Electronics,0.2236
CUST_02553,"Books, Fashion, Toys",Sports,0.2207,Food,0.2183,Electronics,0.2165
CUST_02554,"Fashion, Toys",Sports,0.2282,Home & Garden,0.2236,Food,0.2202
CUST_02555,"Beauty, Fashion, Food",Sports,0.2331,Toys,0.2168,Books,0.2152
CUST_02556,"Books, Sports",Food,0.2304,Fashion,0.229,Toys,0.2186
CUST_02557,"Books, Food, Sports",Fashion,0.2246,Toys,0.2206,Beauty,0.217
CUST_02558,"Electronics, Fashion, Home & Garden, Toys",Sports,0.2231,Books,0.2132,Food,0.2107
CUST_02559,"Beauty, Books",Food,0.2197,Electronics,0.2143,Fashion,0.214
CUST_02560,"Beauty, Home & Garden, Sports",Food,0.2243,Toys,0.223,Electronics,0.221
CUST_02561,"Electronics, Food, Sports, Toys",Home & Garden,0.2188,Beauty,0.2175,Fashion,0.2166
CUST_02562,"Beauty, Fashion, Food, Sports",Toys,0.2181,Books,0.2128,Electronics,0.2101
CUST_02563,Toys,Home & Garden,0.2363,Electronics,0.2355,Food,0.2246
CUST_02564,Home & Garden,Toys,0.2363,Electronics,0.2243,Sports,0.2131
CUST_02565,"Beauty, Electronics",Toys,0.2231,Sports,0.2207,Home & Garden,0.2165
CUST_02566,"Beauty, Books, Fashion, Sports",Food,0.2253,Toys,0.2158,Electronics,0.2132
CUST_02567,Fashion,Sports,0.2344,Books,0.2236,Food,0.2157
CUST_02568,"Beauty, Sports",Food,0.2356,Electronics,0.2194,Fashion,0.2194
CUST_02569,"Beauty, Electronics, Fashion, Home & Garden, Toys",Sports,0.2222,Food,0.2135,Books,0.2121
CUST_02570,"Beauty, Fashion, Food, Home & Garden, Sports",Toys,0.2218,Electronics,0.213,Books,0.2105
CUST_02571,"Beauty, Food",Sports,0.2324,Toys,0.2176,Books,0.211
CUST_02572,"Beauty, Fashion, Home & Garden, Sports, Toys",Food,0.2226,Electronics,0.2199,Books,0.2106
CUST_02573,"Beauty, Electronics, Home & Garden",Toys,0.2275,Sports,0.2182,Food,0.209
CUST_02574,"Books, Fashion, Toys",Sports,0.2207,Food,0.2183,Electronics,0.2165
CUST_02575,"Books, Electronics, Toys",Home & Garden,0.2206,Sports,0.2168,Fashion,0.2133
CUST_02576,Sports,Food,0.2463,Fashion,0.2344,Electronics,0.2229
CUST_02577,"Beauty, Books, Electronics, Food, Home & Garden, Toys",Sports,0.2214,Fashion,0.2118,,0.0
CUST_02578,"Fashion, Sports, Toys",Food,0.2289,Home & Garden,0.2201,Electronics,0.2199
CUST_02579,"Beauty, Sports",Food,0.2356,Electronics,0.2194,Fashion,0.2194
CUST_02580,"Beauty, Books",Food,0.2197,Electronics,0.2143,Fashion,0.214
CUST_02581,"Beauty, Home & Garden, Toys",Electronics,0.2252,Sports,0.2179,Food,0.2171
CUST_02582,Books,Fashion,0.2236,Toys,0.2152,Food,0.2144
CUST_02583,"Beauty, Electronics, Food",Sports,0.2292,Toys,0.2236,Books,0.2116
CUST_02584,"Beauty, Books, Electronics, Fashion, Sports",Food,0.2204,Toys,0.2197,Home & Garden,0.2117
CUST_02585,"Electronics, Home & Garden",Toys,0.2359,Sports,0.218,Beauty,0.2123
CUST_02586,"Beauty, Electronics, Fashion, Sports",Food,0.2219,Toys,0.2208,Home & Garden,0.2143
CUST_02587,Home & Garden,Toys,0.2363,Electronics,0.2243,Sports,0.2131
CUST_02588,"Books, Food",Sports,0.2259,Toys,0.2199,Fashion,0.2197
CUST_02589,Books,Fashion,0.2236,Toys,0.2152,Food,0.2144
CUST_02590,Beauty,Food,0.2249,Sports,0.2185,Electronics,0.2159
CUST_02591,"Books, Sports",Food,0.2304,Fashion,0.229,Toys,0.2186
CUST_02592,"Beauty, Fashion, Home & Garden, Sports",Food,0.2221,Toys,0.221,Electronics,0.2161
CUST_02593,"Beauty, Food",Sports,0.2324,Toys,0.2176,Books,0.211
CUST_02594,Fashion,Sports,0.2344,Books,0.2236,Food,0.2157
CUST_02595,"Beauty, Books, Fashion, Sports",Food,0.2253,Toys,0.2158,Electronics,0.2132
CUST_02596,Home & Garden,Toys,0.2363,Electronics,0.2243,Sports,0.2131
CUST_02597,"Beauty, Electronics, Home & Garden",Toys,0.2275,Sports,0.2182,Food,0.209
CUST_02598,"Beauty, Home & Garden",Toys,0.2235,Electronics,0.2201,Sports,0.2158
CUST_02599,"Fashion, Food, Sports",Toys,0.2206,Beauty,0.2159,Books,0.2145
CUST_02600,"Electronics, Toys",Home & Garden,0.2303,Sports,0.2225,Books,0.214
CUST_02601,Books,Fashion,0.2236,Toys,0.2152,Food,0.2144
CUST_02602,"Beauty, Books, Sports, Toys",Food,0.2276,Electronics,0.2218,Fashion,0.2194
CUST_02603,"Beauty, Books, Electronics, Home & Garden, Sports, Toys",Food,0.2187,Fashion,0.2149,,0.0
CUST_02604,"Beauty, Books, Food, Toys",Sports,0.2231,Electronics,0.2162,Fashion,0.2147
CUST_02605,"Books, Food, Sports",Fashion,0.2246,Toys,0.2206,Beauty,0.217
CUST_02606,"Books, Food, Sports",Fashion,0.2246,Toys,0.2206,Beauty,0.217
CUST_02607,"Books, Fashion, Sports",Food,0.2255,Toys,0.2175,Electronics,0.2123
CUST_02608,"Books, Fashion, Sports",Food,0.2255,Toys,0.2175,Electronics,0.2123
CUST_02609,"Electronics, Food, Sports",Toys,0.2274,Beauty,0.2198,Fashion,0.2171
CUST_02610,"Beauty, Food, Sports",Toys,0.2191,Fashion,0.2182,Electronics,0.2131
CUST_02611,"Books, Fashion, Home & Garden",Toys,0.2222,Sports,0.2177,Electronics,0.2127
CUST_02612,"Books, Home & Garden, Sports, Toys",Electronics,0.2239,Food,0.2217,Fashion,0.221
CUST_02613,"Beauty, Food, Toys",Sports,0.2289,Electronics,0.2173,Home & Garden,0.2155
CUST_02614,"Electronics, Home & Garden, Sports, Toys",Food,0.2183,Fashion,0.2154,Beauty,0.2134
CUST_02615,"Beauty, Home & Garden",Toys,0.2235,Electronics,0.2201,Sports,0.2158
CUST_02616,Books,Fashion,0.2236,Toys,0.2152,Food,0.2144
CUST_02617,"Books, Electronics, Home & Garden",Toys,0.229,Sports,0.2139,Fashion,0.2119
CUST_02618,Food,Sports,0.2463,Beauty,0.2249,Toys,0.2246
CUST_02619,"Beauty, Food",Sports,0.2324,Toys,0.2176,Books,0.211
CUST_02620,"Beauty, Books",Food,0.2197,Electronics,0.2143,Fashion,0.214
CUST_02621,"Beauty, Food, Sports",Toys,0.2191,Fashion,0.2182,Electronics,0.2131
CUST_02622,"Books, Fashion",Sports,0.22,Toys,0.2152,Food,0.2151
CUST_02623,"Beauty, Books, Electronics, Sports, Toys",Food,0.2222,Home & Garden,0.2167,Fashion,0.2157
CUST_02624,"Electronics, Fashion",Sports,0.2287,Toys,0.2254,Books,0.2182
CUST_02625,"Food, Sports, Toys",Fashion,0.2218,Electronics,0.2197,Beauty,0.218
CUST_02626,"Food, Toys",Sports,0.2341,Home & Garden,0.219,Electronics,0.2181
CUST_02627,"Beauty, Home & Garden",Toys,0.2235,Electronics,0.2201,Sports,0.2158
CUST_02628,"Beauty, Electronics, Food, Home & Garden",Toys,0.2268,Sports,0.2252,Books,0.209
CUST_02629,"Beauty, Fashion",Sports,0.2265,Food,0.2203,Books,0.2156
CUST_02630,"Books, Electronics, Food, Home & Garden",Toys,0.2279,Sports,0.222,Beauty,0.2143
CUST_02631,"Books, Electronics, Food",Toys,0.2251,Sports,0.2249,Beauty,0.2161
CUST_02632,Sports,Food,0.2463,Fashion,0.2344,Electronics,0.2229
CUST_02633,"Electronics, Food, Sports",Toys,0.2274,Beauty,0.2198,Fashion,0.2171
CUST_02634,"Beauty, Books",Food,0.2197,Electronics,0.2143,Fashion,0.214
CUST_02635,"Beauty, Books, Sports",Food,0.2285,Fashion,0.2208,Electronics,0.2172
CUST_02636,"Beauty, Electronics, Food, Home & Garden, Sports, Toys",Fashion,0.2136,Books,0.2095,,0.0
CUST_02637,"Books, Fashion, Food, Sports, Toys",Electronics,0.2146,Beauty,0.2132,Home & Garden,0.2127
CUST_02638,"Food, Toys",Sports,0.2341,Home & Garden,0.219,Electronics,0.2181
CUST_02639,Electronics,Toys,0.2355,Home & Garden,0.2243,Sports,0.2229
CUST_02640,Books,Fashion,0.2236,Toys,0.2152,Food,0.2144
CUST_02641,Fashion,Sports,0.2344,Books,0.2236,Food,0.2157
CUST_02642,"Beauty, Books, Sports, Toys",Food,0.2276,Electronics,0.2218,Fashion,0.2194
CUST_02643,"Books, Sports",Food,0.2304,Fashion,0.229,Toys,0.2186
CUST_02644,Beauty,Food,0.2249,Sports,0.2185,Electronics,0.2159
CUST_02645,Sports,Food,0.2463,Fashion,0.2344,Electronics,0.2229
CUST_02646,"Fashion, Sports",Food,0.231,Toys,0.2186,Books,0.2146
CUST_02647,"Beauty, Toys",Electronics,0.2257,Food,0.2248,Home & Garden,0.2225
CUST_02648,"Beauty, Books, Electronics, Fashion, Food, Sports, Toys",Home & Garden,0.2138,,0.0,,0.0
CUST_02649,Food,Sports,0.2463,Beauty,0.2249,Toys,0.2246
CUST_02650,"Beauty, Fashion, Toys",Sports,0.225,Food,0.2217,Home & Garden,0.2187
CUST_02651,"Beauty, Sports",Food,0.2356,Electronics,0.2194,Fashion,0.2194
CUST_02652,"Books, Fashion, Home & Garden, Toys",Sports,0.2188,Electronics,0.2184,Food,0.2141
CUST_02653,"Beauty, Books, Sports",Food,0.2285,Fashion,0.2208,Electronics,0.2172
CUST_02654,"Fashion, Home & Garden",Toys,0.2257,Sports,0.2238,Electronics,0.2127
CUST_02655,Books,Fashion,0.2236,Toys,0.2152,Food,0.2144
CUST_02656,"Books, Electronics, Fashion, Home & Garden",Toys,0.2255,Sports,0.219,Beauty,0.2091
CUST_02657,"Beauty, Books",Food,0.2197,Electronics,0.2143,Fashion,0.214
CUST_02658,"Beauty, Fashion, Sports",Food,0.229,Toys,0.2159,Electronics,0.2133
CUST_02659,"Books, Fashion",Sports,0.22,Toys,0.2152,Food,0.2151
CUST_02660,"Beauty, Books, Electronics",Toys,0.2205,Sports,0.2157,Food,0.2133
CUST_02661,Fashion,Sports,0.2344,Books,0.2236,Food,0.2157
CUST_02662,"Electronics, Fashion",Sports,0.2287,Toys,0.2254,Books,0.2182
CUST_02663,"Fashion, Sports",Food,0.231,Toys,0.2186,Books,0.2146
CUST_02664,Beauty,Food,0.2249,Sports,0.2185,Electronics,0.2159
CUST_02665,Beauty,Food,0.2249,Sports,0.2185,Electronics,0.2159
CUST_02666,"Beauty, Electronics, Home & Garden",Toys,0.2275,Sports,0.2182,Food,0.209
CUST_02667,"Electronics, Home & Garden",Toys,0.2359,Sports,0.218,Beauty,0.2123
CUST_02668,"Beauty, Books, Food, Sports",Fashion,0.2195,Toys,0.2181,Electronics,0.213
CUST_02669,"Books, Electronics, Fashion",Toys,0.222,Sports,0.221,Home & Garden,0.2122
CUST_02670,"Books, Fashion, Home & Garden, Toys",Sports,0.2188,Electronics,0.2184,Food,0.2141
CUST_02671,"Electronics, Food",Sports,0.2346,Toys,0.2301,Beauty,0.2204
CUST_02672,"Electronics, Sports",Toys,0.2288,Food,0.2234,Home & Garden,0.2187
CUST_02673,"Beauty, Fashion, Toys",Sports,0.225,Food,0.2217,Home & Garden,0.2187
CUST_02674,"Books, Electronics, Toys",Home & Garden,0.2206,Sports,0.2168,Fashion,0.2133
CUST_02675,"Electronics, Toys",Home & Garden,0.2303,Sports,0.2225,Books,0.214
CUST_02676,"Fashion, Home & Garden",Toys,0.2257,Sports,0.2238,Electronics,0.2127
CUST_02677,Beauty,Food,0.2249,Sports,0.2185,Electronics,0.2159
CUST_02678,"Beauty, Fashion",Sports,0.2265,Food,0.2203,Books,0.2156
CUST_02679,"Beauty, Electronics, Toys",Home & Garden,0.2231,Sports,0.2211,Food,0.2167
CUST_02680,"Electronics, Food",Sports,0.2346,Toys,0.2301,Beauty,0.2204
CUST_02681,Food,Sports,0.2463,Beauty,0.2249,Toys,0.2246
CUST_02682,"Fashion, Toys",Sports,0.2282,Home & Garden,0.2236,Food,0.2202
CUST_02683,Beauty,Food,0.2249,Sports,0.2185,Electronics,0.2159
CUST_02684,"Books, Food, Sports",Fashion,0.2246,Toys,0.2206,Beauty,0.217
CUST_02685,"Books, Electronics, Food",Toys,0.2251,Sports,0.2249,Beauty,0.2161
CUST_02686,"Beauty, Home & Garden, Sports",Food,0.2243,Toys,0.223,Electronics,0.221
CUST_02687,"Beauty, Electronics",Toys,0.2231,Sports,0.2207,Home & Garden,0.2165
CUST_02688,"Beauty, Toys",Electronics,0.2257,Food,0.2248,Home & Garden,0.2225
CUST_02689,"Books, Electronics, Fashion, Home & Garden, Sports, Toys",Food,0.2172,Beauty,0.2109,,0.0
CUST_02690,Electronics,Toys,0.2355,Home & Garden,0.2243,Sports,0.2229
CUST_02691,Beauty,Food,0.2249,Sports,0.2185,Electronics,0.2159
CUST_02692,"Beauty, Books, Sports",Food,0.2285,Fashion,0.2208,Electronics,0.2172
CUST_02693,"Books, Electronics, Home & Garden",Toys,0.229,Sports,0.2139,Fashion,0.2119
CUST_02694,"Fashion, Home & Garden",Toys,0.2257,Sports,0.2238,Electronics,0.2127
CUST_02695,"Beauty, Books, Electronics, Sports",Food,0.2216,Toys,0.2208,Fashion,0.2159
CUST_02696,"Fashion, Toys",Sports,0.2282,Home & Garden,0.2236,Food,0.2202
CUST_02697,"Beauty, Electronics, Fashion, Home & Garden, Sports",Toys,0.2239,Food,0.2178,Books,0.2102
CUST_02698,"Food, Home & Garden, Sports",Toys,0.2276,Fashion,0.2204,Beauty,0.2174
CUST_02699,Toys,Home & Garden,0.2363,Electronics,0.2355,Food,0.2246
CUST_02700,Beauty,Food,0.2249,Sports,0.2185,Electronics,0.2159
